日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2019-02-11,09:30:00,股票,东方证券(600958.XSHG),买,市价单,200股,8.57,1714,200股,-,0,5,全部成交,2019-02-11 09:30:00
2019-02-12,09:30:00,股票,招商公路(001965.XSHE),卖,市价单,-5800股,8.31,-48198,-5800股,-,464,60.25,全部成交,2019-02-12 09:30:00
2019-02-12,09:30:00,股票,扬杰科技(300373.XSHE),卖,市价单,-100股,17.65,-1765,-100股,-,200,6.76,全部成交,2019-02-12 09:30:00
2019-02-12,09:30:00,股票,南山铝业(600219.XSHG),买,市价单,300股,2.21,663,300股,-,0,5,全部成交,2019-02-12 09:30:00
2019-02-12,09:30:00,股票,京东方A(000725.XSHE),买,市价单,17300股,2.74,47402,17300股,-,0,11.85,全部成交,2019-02-12 09:30:00
2019-02-12,09:30:00,股票,领益智造(002600.XSHE),买,市价单,800股,2.96,2368,800股,-,0,5,全部成交,2019-02-12 09:30:00
2019-02-13,09:30:00,股票,上港集团(600018.XSHG),卖,市价单,-100股,5.55,-555,-100股,-,18,5.56,全部成交,2019-02-13 09:30:00
2019-02-13,09:30:00,股票,中国人保(601319.XSHG),卖,市价单,-1800股,5.74,-10332,-1800股,-,378,15.33,全部成交,2019-02-13 09:30:00
2019-02-13,09:30:00,股票,中金黄金(600489.XSHG),买,市价单,1200股,8.25,9900,1200股,-,0,5,全部成交,2019-02-13 09:30:00
2019-02-14,09:30:00,股票,银泰资源(000975.XSHE),卖,市价单,-4600股,10.58,-48668,-4600股,-,1886,60.84,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,上海银行(601229.XSHG),卖,市价单,-3500股,11.65,-40775,-3500股,-,1540,50.97,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,京东方A(000725.XSHE),卖,市价单,-17300股,3.64,-62972,-17300股,-,15570,78.72,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,蓝色光标(300058.XSHE),买,市价单,200股,4.24,848,200股,-,0,5,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,中煤能源(601898.XSHG),买,市价单,11000股,4.79,52690,11000股,-,0,13.17,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,中国中铁(601390.XSHG),买,市价单,7600股,6.93,52668,7600股,-,0,13.17,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,成都银行(601838.XSHG),买,市价单,5600股,8,44800,5600股,-,0,11.2,全部成交,2019-02-14 09:30:00
2019-02-14,09:30:00,股票,中国中车(601766.XSHG),买,市价单,200股,8.87,1774,200股,-,0,5,全部成交,2019-02-14 09:30:00
2019-02-15,09:30:00,股票,神州泰岳(300002.XSHE),卖,市价单,-14900股,3.41,-50809,-14900股,-,5364,63.51,全部成交,2019-02-15 09:30:00
2019-02-15,09:30:00,股票,双汇发展(000895.XSHE),卖,市价单,-100股,25.65,-2565,-100股,-,125,7.56,全部成交,2019-02-15 09:30:00
2019-02-15,09:30:00,股票,领益智造(002600.XSHE),卖,市价单,-800股,4.22,-3376,-800股,-,1008,8.38,全部成交,2019-02-15 09:30:00
2019-02-15,09:30:00,股票,东方盛虹(000301.XSHE),买,市价单,100股,5.16,516,100股,-,0,5,全部成交,2019-02-15 09:30:00
2019-02-18,09:30:00,股票,徐工机械(000425.XSHE),卖,市价单,-700股,3.57,-2499,-700股,-,189,7.5,全部成交,2019-02-18 09:30:00
2019-02-18,09:30:00,股票,上海莱士(002252.XSHE),卖,市价单,-300股,7.73,-2319,-300股,-,552,7.32,全部成交,2019-02-18 09:30:00
2019-02-18,09:30:00,股票,国电电力(600795.XSHG),买,市价单,21200股,2.54,53848,21200股,-,0,13.46,全部成交,2019-02-18 09:30:00
2019-02-18,09:30:00,股票,华能国际(600011.XSHG),买,市价单,1000股,6.97,6970,1000股,-,0,5,全部成交,2019-02-18 09:30:00
2019-02-19,09:30:00,股票,海航基础(600515.XSHG),卖,市价单,-7400股,4.99,-36926,-7400股,-,4514,46.16,全部成交,2019-02-19 09:30:00
2019-02-19,09:30:00,股票,华电国际(600027.XSHG),买,市价单,100股,4.49,449,100股,-,0,5,全部成交,2019-02-19 09:30:00
2019-02-19,09:30:00,股票,海航基础(600515.XSHG),买,市价单,7000股,4.99,34930,7000股,-,0,8.73,全部成交,2019-02-19 09:30:00
2019-02-19,09:30:00,股票,大秦铁路(601006.XSHG),买,市价单,200股,8.55,1710,200股,-,0,5,全部成交,2019-02-19 09:30:00
2019-02-20,09:30:00,股票,西山煤电(000983.XSHE),卖,市价单,-8400股,5.72,-48048,-8400股,-,1092,60.06,全部成交,2019-02-20 09:30:00
2019-02-20,09:30:00,股票,东方证券(600958.XSHG),卖,市价单,-200股,10.38,-2076,-200股,-,362,7.08,全部成交,2019-02-20 09:30:00
2019-02-20,09:30:00,股票,华电国际(600027.XSHG),卖,市价单,-100股,4.36,-436,-100股,-,-13,5.44,全部成交,2019-02-20 09:30:00
2019-02-21,09:30:00,股票,南山铝业(600219.XSHG),卖,市价单,-300股,2.3,-690,-300股,-,27,5.69,全部成交,2019-02-21 09:30:00
2019-02-22,09:30:00,股票,中金黄金(600489.XSHG),卖,市价单,-1200股,8.5,-10200,-1200股,-,300,15.2,全部成交,2019-02-22 09:30:00
2019-02-22,09:30:00,股票,东方盛虹(000301.XSHE),卖,市价单,-100股,4.98,-498,-100股,-,-18,5.5,全部成交,2019-02-22 09:30:00
2019-02-25,09:30:00,股票,蓝色光标(300058.XSHE),卖,市价单,-200股,4.6,-920,-200股,-,72,5.92,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,中煤能源(601898.XSHG),卖,市价单,-11000股,4.86,-53460,-11000股,-,770,66.82,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,中国中铁(601390.XSHG),卖,市价单,-7600股,7.08,-53808,-7600股,-,1140,67.26,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,成都银行(601838.XSHG),卖,市价单,-5600股,8.37,-46872,-5600股,-,2072,58.59,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,中国中车(601766.XSHG),卖,市价单,-200股,8.91,-1782,-200股,-,8,6.78,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,华能国际(600011.XSHG),卖,市价单,-1000股,6.79,-6790,-1000股,-,-180,11.79,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,中国电建(601669.XSHG),买,市价单,11400股,5.16,58824,11400股,-,0,14.71,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,交通银行(601328.XSHG),买,市价单,13000股,6.22,80860,13000股,-,0,20.22,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,南京银行(601009.XSHG),买,市价单,11400股,7.1,80940,11400股,-,0,20.24,全部成交,2019-02-25 09:30:00
2019-02-26,09:30:00,股票,农业银行(601288.XSHG),买,市价单,1200股,3.85,4620,1200股,-,0,5,全部成交,2019-02-26 09:30:00
2019-02-26,09:30:00,股票,华电国际(600027.XSHG),买,市价单,100股,4.46,446,100股,-,0,5,全部成交,2019-02-26 09:30:00
2019-02-27,09:30:00,股票,国电电力(600795.XSHG),卖,市价单,-21200股,2.68,-56816,-21200股,-,2968,71.02,全部成交,2019-02-27 09:30:00
2019-02-28,09:30:00,股票,海航基础(600515.XSHG),卖,市价单,-7000股,5.7,-39900,-7000股,-,4970,49.88,全部成交,2019-02-28 09:30:00
2019-02-28,09:30:00,股票,大秦铁路(601006.XSHG),卖,市价单,-200股,8.87,-1774,-200股,-,64,6.77,全部成交,2019-02-28 09:30:00
2019-02-28,09:30:00,股票,阳光电源(300274.XSHE),买,市价单,4700股,11.39,53533,4700股,-,0,13.38,全部成交,2019-02-28 09:30:00
2019-03-04,09:30:00,股票,青岛啤酒(600600.XSHG),买,市价单,1000股,39.3,39300,1000股,-,0,9.83,全部成交,2019-03-04 09:30:00
2019-03-05,09:30:00,股票,华能国际(600011.XSHG),买,市价单,700股,7.2,5040,700股,-,0,5,全部成交,2019-03-05 09:30:00
2019-03-06,09:30:00,股票,中国电建(601669.XSHG),卖,市价单,-11400股,5.8,-66120,-11400股,-,7296,82.65,全部成交,2019-03-06 09:30:00
2019-03-06,09:30:00,股票,交通银行(601328.XSHG),卖,市价单,-13000股,6.74,-87620,-13000股,-,6760,109.52,全部成交,2019-03-06 09:30:00
2019-03-06,09:30:00,股票,南京银行(601009.XSHG),卖,市价单,-11400股,7.98,-90972,-11400股,-,10032,113.72,全部成交,2019-03-06 09:30:00
2019-03-07,09:30:00,股票,农业银行(601288.XSHG),卖,市价单,-1200股,3.84,-4608,-1200股,-,-12,9.61,全部成交,2019-03-07 09:30:00
2019-03-07,09:30:00,股票,华电国际(600027.XSHG),卖,市价单,-100股,4.73,-473,-100股,-,27,5.47,全部成交,2019-03-07 09:30:00
2019-03-07,09:30:00,股票,国投电力(600886.XSHG),买,市价单,10500股,8.44,88620,10500股,-,0,22.16,全部成交,2019-03-07 09:30:00
2019-03-07,09:30:00,股票,银泰资源(000975.XSHE),买,市价单,8000股,11.12,88960,8000股,-,0,22.24,全部成交,2019-03-07 09:30:00
2019-03-07,09:30:00,股票,长江电力(600900.XSHG),买,市价单,4000股,16.88,67520,4000股,-,0,16.88,全部成交,2019-03-07 09:30:00
2019-03-07,09:30:00,股票,小康股份(601127.XSHG),买,市价单,200股,18.13,3626,200股,-,0,5,全部成交,2019-03-07 09:30:00
2019-03-08,09:30:00,股票,宁沪高速(600377.XSHG),买,市价单,100股,9.8,980,100股,-,0,5,全部成交,2019-03-08 09:30:00
2019-03-11,09:30:00,股票,阳光电源(300274.XSHE),卖,市价单,-4700股,11,-51700,-4700股,-,-1833,64.62,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,青岛啤酒(600600.XSHG),卖,市价单,-1000股,37.51,-37510,-1000股,-,-1790,46.89,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,华能国际(600011.XSHG),卖,市价单,-700股,6.9,-4830,-700股,-,-210,9.83,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,国投电力(600886.XSHG),卖,市价单,-10500股,8.12,-85260,-10500股,-,-3360,106.57,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,银泰资源(000975.XSHE),卖,市价单,-8000股,10.47,-83760,-8000股,-,-5200,104.7,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,小康股份(601127.XSHG),卖,市价单,-200股,17.18,-3436,-200股,-,-190,8.44,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,青岛海尔(600690.XSHG),买,市价单,5400股,15.73,84942,5400股,-,0,21.24,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,长城汽车(601633.XSHG),买,市价单,11500股,7.38,84870,11500股,-,0,21.22,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,万华化学(600309.XSHG),买,市价单,2200股,37.55,82610,2200股,-,0,20.65,全部成交,2019-03-11 09:30:00
2019-03-12,09:30:00,股票,长江电力(600900.XSHG),卖,市价单,-4000股,16.45,-65800,-4000股,-,-1720,82.25,全部成交,2019-03-12 09:30:00
2019-03-12,09:30:00,股票,巨化股份(600160.XSHG),买,市价单,1500股,8.35,12525,1500股,-,0,5,全部成交,2019-03-12 09:30:00
2019-03-12,09:30:00,股票,特变电工(600089.XSHG),买,市价单,7000股,9.07,63490,7000股,-,0,15.87,全部成交,2019-03-12 09:30:00
2019-03-12,09:30:00,股票,荣盛石化(002493.XSHE),买,市价单,300股,11.23,3369,300股,-,0,5,全部成交,2019-03-12 09:30:00
2019-03-13,09:30:00,股票,特变电工(600089.XSHG),卖,市价单,-7000股,8.6,-60200,-7000股,-,-3290,75.25,全部成交,2019-03-13 09:30:00
2019-03-13,09:30:00,股票,中国石油(601857.XSHG),买,市价单,7300股,7.75,56575,7300股,-,0,14.14,全部成交,2019-03-13 09:30:00
2019-03-13,09:30:00,股票,国投电力(600886.XSHG),买,市价单,400股,8.3,3320,400股,-,0,5,全部成交,2019-03-13 09:30:00
2019-03-19,09:30:00,股票,宁沪高速(600377.XSHG),卖,市价单,-100股,9.93,-993,-100股,-,13,5.99,全部成交,2019-03-19 09:30:00
2019-03-19,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,100股,6.97,697,100股,-,0,5,全部成交,2019-03-19 09:30:00
2019-03-20,09:30:00,股票,青岛海尔(600690.XSHG),卖,市价单,-5400股,16.95,-91530,-5400股,-,6588,114.41,全部成交,2019-03-20 09:30:00
2019-03-20,09:30:00,股票,长城汽车(601633.XSHG),卖,市价单,-11500股,7.64,-87860,-11500股,-,2990,109.82,全部成交,2019-03-20 09:30:00
2019-03-20,09:30:00,股票,万华化学(600309.XSHG),卖,市价单,-2200股,41.91,-92202,-2200股,-,9592,115.25,全部成交,2019-03-20 09:30:00
2019-03-20,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-100股,6.82,-682,-100股,-,-15,5.68,全部成交,2019-03-20 09:30:00
2019-03-20,09:30:00,股票,福耀玻璃(600660.XSHG),买,市价单,2400股,24.7,59280,2400股,-,0,14.82,全部成交,2019-03-20 09:30:00
2019-03-20,09:30:00,股票,中航沈飞(600760.XSHG),买,市价单,1700股,33.7,57290,1700股,-,0,14.32,全部成交,2019-03-20 09:30:00
2019-03-21,09:30:00,股票,巨化股份(600160.XSHG),卖,市价单,-1500股,8.41,-12615,-1500股,-,90,17.62,全部成交,2019-03-21 09:30:00
2019-03-21,09:30:00,股票,荣盛石化(002493.XSHE),卖,市价单,-300股,12.03,-3609,-300股,-,240,8.61,全部成交,2019-03-21 09:30:00
2019-03-21,09:30:00,股票,中航沈飞(600760.XSHG),卖,市价单,-1700股,32.9,-55930,-1700股,-,-1360,69.91,全部成交,2019-03-21 09:30:00
2019-03-21,09:30:00,股票,分众传媒(002027.XSHE),买,市价单,8300股,7.04,58432,8300股,-,0,14.61,全部成交,2019-03-21 09:30:00
2019-03-21,09:30:00,股票,中国巨石(600176.XSHG),买,市价单,5400股,10.83,58482,5400股,-,0,14.62,全部成交,2019-03-21 09:30:00
2019-03-22,09:30:00,股票,中国石油(601857.XSHG),卖,市价单,-7300股,7.82,-57086,-7300股,-,511,71.36,全部成交,2019-03-22 09:30:00
2019-03-22,09:30:00,股票,国投电力(600886.XSHG),卖,市价单,-400股,8.46,-3384,-400股,-,64,8.38,全部成交,2019-03-22 09:30:00
2019-03-22,09:30:00,股票,紫金矿业(601899.XSHG),买,市价单,16200股,3.62,58644,16200股,-,0,14.66,全部成交,2019-03-22 09:30:00
2019-03-22,09:30:00,股票,光线传媒(300251.XSHE),买,市价单,6400股,9.2,58880,6400股,-,0,14.72,全部成交,2019-03-22 09:30:00
2019-03-22,09:30:00,股票,银泰资源(000975.XSHE),买,市价单,4600股,10.95,50370,4600股,-,0,12.59,全部成交,2019-03-22 09:30:00
2019-03-22,09:30:00,股票,东山精密(002384.XSHE),买,市价单,100股,18.32,1832,100股,-,0,5,全部成交,2019-03-22 09:30:00
2019-03-25,09:30:00,股票,福耀玻璃(600660.XSHG),卖,市价单,-2400股,24,-57600,-2400股,-,-1680,72,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,分众传媒(002027.XSHE),卖,市价单,-8300股,6.79,-56357,-8300股,-,-2075,70.45,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,光线传媒(300251.XSHE),卖,市价单,-6400股,8.88,-56832,-6400股,-,-2048,71.04,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,东山精密(002384.XSHE),卖,市价单,-100股,17.7,-1770,-100股,-,-62,6.77,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,长城汽车(601633.XSHG),买,市价单,200股,7.85,1570,200股,-,0,5,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,长安汽车(000625.XSHE),买,市价单,6500股,8.8,57200,6500股,-,0,14.3,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,宇通客车(600066.XSHG),买,市价单,4100股,13.96,57236,4100股,-,0,14.31,全部成交,2019-03-25 09:30:00
2019-03-26,09:30:00,股票,中航电子(600372.XSHG),买,市价单,3100股,17.38,53878,3100股,-,0,13.47,全部成交,2019-03-26 09:30:00
2019-03-26,09:30:00,股票,华域汽车(600741.XSHG),买,市价单,100股,20.91,2091,100股,-,0,5,全部成交,2019-03-26 09:30:00
2019-03-27,09:30:00,股票,中国巨石(600176.XSHG),卖,市价单,-5400股,10.57,-57078,-5400股,-,-1404,71.35,全部成交,2019-03-27 09:30:00
2019-03-27,09:30:00,股票,紫金矿业(601899.XSHG),卖,市价单,-16200股,3.5,-56700,-16200股,-,-1944,70.88,全部成交,2019-03-27 09:30:00
2019-03-27,09:30:00,股票,长城汽车(601633.XSHG),卖,市价单,-200股,7.69,-1538,-200股,-,-32,6.54,全部成交,2019-03-27 09:30:00
2019-03-27,09:30:00,股票,长安汽车(000625.XSHE),卖,市价单,-6500股,8.27,-53755,-6500股,-,-3445,67.19,全部成交,2019-03-27 09:30:00
2019-03-27,09:30:00,股票,中航电子(600372.XSHG),卖,市价单,-3100股,16.4,-50840,-3100股,-,-3038,63.55,全部成交,2019-03-27 09:30:00
2019-03-27,09:30:00,股票,华域汽车(600741.XSHG),卖,市价单,-100股,20.15,-2015,-100股,-,-76,7.02,全部成交,2019-03-27 09:30:00
2019-03-28,09:30:00,股票,宇通客车(600066.XSHG),卖,市价单,-4100股,13.21,-54161,-4100股,-,-3075,67.7,全部成交,2019-03-28 09:30:00
2019-03-28,09:30:00,股票,歌尔股份(002241.XSHE),买,市价单,5600股,9.8,54880,5600股,-,0,13.72,全部成交,2019-03-28 09:30:00
2019-03-28,09:30:00,股票,沪电股份(002463.XSHE),买,市价单,4900股,11.23,55027,4900股,-,0,13.76,全部成交,2019-03-28 09:30:00
2019-03-28,09:30:00,股票,龙蟒佰利(002601.XSHE),买,市价单,3500股,15.9,55650,3500股,-,0,13.91,全部成交,2019-03-28 09:30:00
2019-03-28,09:30:00,股票,顺丰控股(002352.XSHE),买,市价单,1500股,36,54000,1500股,-,0,13.5,全部成交,2019-03-28 09:30:00
2019-03-28,09:30:00,股票,青岛啤酒(600600.XSHG),买,市价单,1300股,40.5,52650,1300股,-,0,13.16,全部成交,2019-03-28 09:30:00
2019-03-29,09:30:00,股票,银泰资源(000975.XSHE),卖,市价单,-4600股,10.6,-48760,-4600股,-,-1610,60.95,全部成交,2019-03-29 09:30:00
2019-03-29,09:30:00,股票,中远海控(601919.XSHG),买,市价单,1000股,5.13,5130,1000股,-,0,5,全部成交,2019-03-29 09:30:00
2019-03-29,09:30:00,股票,中远海能(600026.XSHG),买,市价单,7500股,6.18,46350,7500股,-,0,11.59,全部成交,2019-03-29 09:30:00
2019-04-01,09:30:00,股票,方正证券(601901.XSHG),买,市价单,300股,7.68,2304,300股,-,0,5,全部成交,2019-04-01 09:30:00
2019-04-02,09:30:00,股票,南山铝业(600219.XSHG),买,市价单,100股,2.84,284,100股,-,0,5,全部成交,2019-04-02 09:30:00
2019-04-03,09:30:00,股票,南山铝业(600219.XSHG),卖,市价单,-100股,2.78,-278,-100股,-,-6,5.28,全部成交,2019-04-03 09:30:00
2019-04-09,09:30:00,股票,歌尔股份(002241.XSHE),卖,市价单,-5600股,10.03,-56168,-5600股,-,1288,70.21,全部成交,2019-04-09 09:30:00
2019-04-09,09:30:00,股票,沪电股份(002463.XSHE),卖,市价单,-4900股,12.05,-59045,-4900股,-,4018,73.81,全部成交,2019-04-09 09:30:00
2019-04-09,09:30:00,股票,龙蟒佰利(002601.XSHE),卖,市价单,-3500股,19.29,-67515,-3500股,-,11865,84.39,全部成交,2019-04-09 09:30:00
2019-04-09,09:30:00,股票,顺丰控股(002352.XSHE),卖,市价单,-1500股,36.4,-54600,-1500股,-,600,68.25,全部成交,2019-04-09 09:30:00
2019-04-09,09:30:00,股票,青岛啤酒(600600.XSHG),卖,市价单,-1300股,48.3,-62790,-1300股,-,10140,78.49,全部成交,2019-04-09 09:30:00
2019-04-09,09:30:00,股票,云南白药(000538.XSHE),买,市价单,700股,86,60200,700股,-,0,15.05,全部成交,2019-04-09 09:30:00
2019-04-10,09:30:00,股票,中远海控(601919.XSHG),卖,市价单,-1000股,5.91,-5910,-1000股,-,780,10.91,全部成交,2019-04-10 09:30:00
2019-04-10,09:30:00,股票,中远海能(600026.XSHG),卖,市价单,-7500股,6.86,-51450,-7500股,-,5100,64.31,全部成交,2019-04-10 09:30:00
2019-04-10,09:30:00,股票,光线传媒(300251.XSHE),买,市价单,7000股,8.8,61600,7000股,-,0,15.4,全部成交,2019-04-10 09:30:00
2019-04-10,09:30:00,股票,新易盛(300502.XSHE),买,市价单,2100股,29.1,61110,2100股,-,0,15.28,全部成交,2019-04-10 09:30:00
2019-04-10,09:30:00,股票,复星医药(600196.XSHG),买,市价单,2000股,30.75,61500,2000股,-,0,15.38,全部成交,2019-04-10 09:30:00
2019-04-10,09:30:00,股票,泰格医药(300347.XSHE),买,市价单,900股,65.99,59391,900股,-,0,14.85,全部成交,2019-04-10 09:30:00
2019-04-11,09:30:00,股票,方正证券(601901.XSHG),卖,市价单,-300股,7.99,-2397,-300股,-,93,7.4,全部成交,2019-04-11 09:30:00
2019-04-11,09:30:00,股票,扬杰科技(300373.XSHE),买,市价单,2800股,17.99,50372,2800股,-,0,12.59,全部成交,2019-04-11 09:30:00
2019-04-11,09:30:00,股票,东方电气(600875.XSHG),买,市价单,400股,12.3,4920,400股,-,0,5,全部成交,2019-04-11 09:30:00
2019-04-12,09:30:00,股票,光线传媒(300251.XSHE),卖,市价单,-7000股,8.41,-58870,-7000股,-,-2730,73.59,全部成交,2019-04-12 09:30:00
2019-04-12,09:30:00,股票,扬杰科技(300373.XSHE),卖,市价单,-2800股,17.58,-49224,-2800股,-,-1148,61.53,全部成交,2019-04-12 09:30:00
2019-04-12,09:30:00,股票,北方华创(002371.XSHE),买,市价单,1400股,64.08,89712,1400股,-,0,22.43,全部成交,2019-04-12 09:30:00
2019-04-12,09:30:00,股票,蓝思科技(300433.XSHE),买,市价单,2100股,8.14,17094,2100股,-,0,5,全部成交,2019-04-12 09:30:00
2019-04-12,09:30:00,股票,长电科技(600584.XSHG),买,市价单,100股,13.58,1358,100股,-,0,5,全部成交,2019-04-12 09:30:00
2019-04-16,09:30:00,股票,新易盛(300502.XSHE),卖,市价单,-2100股,27.3,-57330,-2100股,-,-3780,71.66,全部成交,2019-04-16 09:30:00
2019-04-16,09:30:00,股票,复星医药(600196.XSHG),卖,市价单,-2000股,29.01,-58020,-2000股,-,-3480,72.53,全部成交,2019-04-16 09:30:00
2019-04-16,09:30:00,股票,长电科技(600584.XSHG),卖,市价单,-100股,13.25,-1325,-100股,-,-33,6.32,全部成交,2019-04-16 09:30:00
2019-04-16,09:30:00,股票,恒力股份(600346.XSHG),买,市价单,5200股,16.75,87100,5200股,-,0,21.78,全部成交,2019-04-16 09:30:00
2019-04-16,09:30:00,股票,合盛硅业(603260.XSHG),买,市价单,400股,57.01,22804,400股,-,0,5.7,全部成交,2019-04-16 09:30:00
