日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2019-01-30,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.6,40020,-9874.5,5.735,-,0,-261,0股,-19.79%,255733.61,15.65%
2019-01-30,股票,交通银行(601328.XSHG),多,8000股,8000股,6.1,48800,604.8,6.024,-,0,-320,0股,1.25%,255733.61,19.08%
2019-01-30,股票,中信银行(601998.XSHG),多,7500股,7500股,5.62,42150,-3667.5,6.109,-,0,-150,0股,-8%,255733.61,16.48%
2019-01-30,股票,中兴通讯(000063.XSHE),多,100股,100股,19.71,1971,756,12.15,-,0,-27,0股,62.22%,255733.61,0.77%
2019-01-30,,Cash,,,,,5386.61,,,,,,,,0
2019-01-31,股票,普丽盛(300442.XSHE),多,2300股,2300股,11.45,26335,-23326.6,21.592,-,0,-1656,0股,-46.97%,256194.61,10.28%
2019-01-31,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.6,42560,-5344,29.94,-,0,944,0股,-11.16%,256194.61,16.61%
2019-01-31,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.15,46895,-3333.5,4.445,-,0,-904,0股,-6.64%,256194.61,18.3%
2019-01-31,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.61,40107,-9787.5,5.735,-,0,87,0股,-19.62%,256194.61,15.65%
2019-01-31,股票,交通银行(601328.XSHG),多,8000股,8000股,6.25,50000,1804.8,6.024,-,0,1200,0股,3.74%,256194.61,19.52%
2019-01-31,股票,中信银行(601998.XSHG),多,7500股,7500股,5.72,42900,-2917.5,6.109,-,0,750,0股,-6.37%,256194.61,16.75%
2019-01-31,股票,中兴通讯(000063.XSHE),多,100股,100股,20.11,2011,796,12.15,-,0,40,0股,65.51%,256194.61,0.78%
2019-01-31,,Cash,,,,,5386.61,,,,,,,,0
2019-02-01,股票,普丽盛(300442.XSHE),多,2300股,2300股,11.9,27370,-22291.6,21.592,-,0,1035,0股,-44.89%,257523.61,10.63%
2019-02-01,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.65,42640,-5264,29.94,-,0,80,0股,-10.99%,257523.61,16.56%
2019-02-01,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.17,47121,-3107.5,4.445,-,0,226,0股,-6.19%,257523.61,18.3%
2019-02-01,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.65,40455,-9439.5,5.735,-,0,348,0股,-18.92%,257523.61,15.71%
2019-02-01,股票,交通银行(601328.XSHG),多,8000股,8000股,6.22,49760,1564.8,6.024,-,0,-240,0股,3.25%,257523.61,19.32%
2019-02-01,股票,中信银行(601998.XSHG),多,7500股,7500股,5.7,42750,-3067.5,6.109,-,0,-150,0股,-6.7%,257523.61,16.6%
2019-02-01,股票,中兴通讯(000063.XSHE),多,100股,100股,20.41,2041,826,12.15,-,0,30,0股,67.98%,257523.61,0.79%
2019-02-01,,Cash,,,,,5386.61,,,,,,,,0
2019-02-11,股票,普丽盛(300442.XSHE),多,2300股,2300股,12.22,28106,-21555.6,21.592,-,0,736,0股,-43.4%,259475.61,10.83%
2019-02-11,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.99,43184,-4720,29.94,-,0,544,0股,-9.85%,259475.61,16.64%
2019-02-11,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.23,47799,-2429.5,4.445,-,0,678,0股,-4.84%,259475.61,18.42%
2019-02-11,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.69,40803,-9091.5,5.735,-,0,348,0股,-18.22%,259475.61,15.73%
2019-02-11,股票,交通银行(601328.XSHG),多,8000股,8000股,6.17,49360,1164.8,6.024,-,0,-400,0股,2.42%,259475.61,19.02%
2019-02-11,股票,中信银行(601998.XSHG),多,7500股,7500股,5.7,42750,-3067.5,6.109,-,0,0,0股,-6.7%,259475.61,16.48%
2019-02-11,股票,中兴通讯(000063.XSHE),多,100股,100股,20.87,2087,872,12.15,-,0,46,0股,71.77%,259475.61,0.8%
2019-02-11,,Cash,,,,,5386.61,,,,,,,,0
2019-02-12,股票,普丽盛(300442.XSHE),多,2300股,2300股,12.4,28520,-21141.6,21.592,-,0,414,0股,-42.57%,259232.61,11%
2019-02-12,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.8,42880,-5024,29.94,-,0,-304,0股,-10.49%,259232.61,16.54%
2019-02-12,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.18,47234,-2994.5,4.445,-,0,-565,0股,-5.96%,259232.61,18.22%
2019-02-12,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.73,41151,-8743.5,5.735,-,0,348,0股,-17.52%,259232.61,15.87%
2019-02-12,股票,交通银行(601328.XSHG),多,8000股,8000股,6.16,49280,1084.8,6.024,-,0,-80,0股,2.25%,259232.61,19.01%
2019-02-12,股票,中信银行(601998.XSHG),多,7500股,7500股,5.69,42675,-3142.5,6.109,-,0,-75,0股,-6.86%,259232.61,16.46%
2019-02-12,股票,中兴通讯(000063.XSHE),多,100股,100股,21.06,2106,891,12.15,-,0,19,0股,73.33%,259232.61,0.81%
2019-02-12,,Cash,,,,,5386.61,,,,,,,,0
2019-02-13,股票,普丽盛(300442.XSHE),多,2300股,2300股,12.66,29118,-20543.6,21.592,-,0,598,0股,-41.37%,263498.61,11.05%
2019-02-13,股票,上汽集团(600104.XSHG),多,1600股,1600股,27.77,44432,-3472,29.94,-,0,1552,0股,-7.25%,263498.61,16.86%
2019-02-13,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.18,47234,-2994.5,4.445,-,0,0,0股,-5.96%,263498.61,17.93%
2019-02-13,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.79,41673,-8221.5,5.735,-,0,522,0股,-16.48%,263498.61,15.82%
2019-02-13,股票,交通银行(601328.XSHG),多,8000股,8000股,6.27,50160,1964.8,6.024,-,0,880,0股,4.08%,263498.61,19.04%
2019-02-13,股票,中信银行(601998.XSHG),多,7500股,7500股,5.76,43200,-2617.5,6.109,-,0,525,0股,-5.71%,263498.61,16.39%
2019-02-13,股票,中兴通讯(000063.XSHE),多,100股,100股,22.95,2295,1080,12.15,-,0,189,0股,88.89%,263498.61,0.87%
2019-02-13,,Cash,,,,,5386.61,,,,,,,,0
2019-02-14,股票,普丽盛(300442.XSHE),多,2300股,2300股,12.74,29302,-20359.6,21.592,-,0,184,0股,-41%,261794.61,11.19%
2019-02-14,股票,上汽集团(600104.XSHG),多,1600股,1600股,27.6,44160,-3744,29.94,-,0,-272,0股,-7.82%,261794.61,16.87%
2019-02-14,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.13,46669,-3559.5,4.445,-,0,-565,0股,-7.09%,261794.61,17.83%
2019-02-14,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.76,41412,-8482.5,5.735,-,0,-261,0股,-17%,261794.61,15.82%
2019-02-14,股票,交通银行(601328.XSHG),多,8000股,8000股,6.21,49680,1484.8,6.024,-,0,-480,0股,3.08%,261794.61,18.98%
2019-02-14,股票,中信银行(601998.XSHG),多,7500股,7500股,5.72,42900,-2917.5,6.109,-,0,-300,0股,-6.37%,261794.61,16.39%
2019-02-14,股票,中兴通讯(000063.XSHE),多,100股,100股,22.85,2285,1070,12.15,-,0,-10,0股,88.07%,261794.61,0.87%
2019-02-14,,Cash,,,,,5386.61,,,,,,,,0
2019-02-15,股票,普丽盛(300442.XSHE),多,2300股,2300股,12.68,29164,-20497.6,21.592,-,0,-138,0股,-41.27%,257480.61,11.33%
2019-02-15,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.23,41968,-5936,29.94,-,0,-2192,0股,-12.39%,257480.61,16.3%
2019-02-15,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.15,46895,-3333.5,4.445,-,0,226,0股,-6.64%,257480.61,18.21%
2019-02-15,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.71,40977,-8917.5,5.735,-,0,-435,0股,-17.87%,257480.61,15.91%
2019-02-15,股票,交通银行(601328.XSHG),多,8000股,8000股,6.08,48640,444.8,6.024,-,0,-1040,0股,0.92%,257480.61,18.89%
2019-02-15,股票,中信银行(601998.XSHG),多,7500股,7500股,5.62,42150,-3667.5,6.109,-,0,-750,0股,-8%,257480.61,16.37%
2019-02-15,股票,中兴通讯(000063.XSHE),多,100股,100股,23,2300,1085,12.15,-,0,15,0股,89.3%,257480.61,0.89%
2019-02-15,,Cash,,,,,5386.61,,,,,,,,0
2019-02-18,股票,普丽盛(300442.XSHE),多,2300股,2300股,13.14,30222,-19439.6,21.592,-,0,1058,0股,-39.14%,263156.61,11.48%
2019-02-18,股票,上汽集团(600104.XSHG),多,1600股,1600股,27.3,43680,-4224,29.94,-,0,1712,0股,-8.82%,263156.61,16.6%
2019-02-18,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.19,47347,-2881.5,4.445,-,0,452,0股,-5.74%,263156.61,17.99%
2019-02-18,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.81,41847,-8047.5,5.735,-,0,870,0股,-16.13%,263156.61,15.9%
2019-02-18,股票,交通银行(601328.XSHG),多,8000股,8000股,6.17,49360,1164.8,6.024,-,0,720,0股,2.42%,263156.61,18.76%
2019-02-18,股票,中信银行(601998.XSHG),多,7500股,7500股,5.72,42900,-2917.5,6.109,-,0,750,0股,-6.37%,263156.61,16.3%
2019-02-18,股票,中兴通讯(000063.XSHE),多,100股,100股,24.14,2414,1199,12.15,-,0,114,0股,98.68%,263156.61,0.92%
2019-02-18,,Cash,,,,,5386.61,,,,,,,,0
2019-02-19,股票,普丽盛(300442.XSHE),多,2300股,2300股,13.11,30153,-19508.6,21.592,-,0,-69,0股,-39.28%,264350.61,11.41%
2019-02-19,股票,上汽集团(600104.XSHG),多,1600股,1600股,27.62,44192,-3712,29.94,-,0,512,0股,-7.75%,264350.61,16.72%
2019-02-19,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.26,48138,-2090.5,4.445,-,0,791,0股,-4.16%,264350.61,18.21%
2019-02-19,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.8,41760,-8134.5,5.735,-,0,-87,0股,-16.3%,264350.61,15.8%
2019-02-19,股票,交通银行(601328.XSHG),多,8000股,8000股,6.13,49040,844.8,6.024,-,0,-320,0股,1.75%,264350.61,18.55%
2019-02-19,股票,中信银行(601998.XSHG),多,7500股,7500股,5.77,43275,-2542.5,6.109,-,0,375,0股,-5.55%,264350.61,16.37%
2019-02-19,股票,中兴通讯(000063.XSHE),多,100股,100股,24.06,2406,1191,12.15,-,0,-8,0股,98.02%,264350.61,0.91%
2019-02-19,,Cash,,,,,5386.61,,,,,,,,0
2019-02-20,股票,普丽盛(300442.XSHE),多,2300股,2300股,13.21,30383,-19278.6,21.592,-,0,230,0股,-38.82%,265018.61,11.46%
2019-02-20,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.22,45152,-2752,29.94,-,0,960,0股,-5.74%,265018.61,17.04%
2019-02-20,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.16,47008,-3220.5,4.445,-,0,-1130,0股,-6.41%,265018.61,17.74%
2019-02-20,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.87,42369,-7525.5,5.735,-,0,609,0股,-15.08%,265018.61,15.99%
2019-02-20,股票,交通银行(601328.XSHG),多,8000股,8000股,6.14,49120,924.8,6.024,-,0,80,0股,1.92%,265018.61,18.53%
2019-02-20,股票,中信银行(601998.XSHG),多,7500股,7500股,5.76,43200,-2617.5,6.109,-,0,-75,0股,-5.71%,265018.61,16.3%
2019-02-20,股票,中兴通讯(000063.XSHE),多,100股,100股,24,2400,1185,12.15,-,0,-6,0股,97.53%,265018.61,0.91%
2019-02-20,,Cash,,,,,5386.61,,,,,,,,0
2019-02-21,股票,普丽盛(300442.XSHE),多,2300股,2300股,13.4,30820,-18841.6,21.592,-,0,437,0股,-37.94%,265937.61,11.59%
2019-02-21,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.63,45808,-2096,29.94,-,0,656,0股,-4.38%,265937.61,17.23%
2019-02-21,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.2,47460,-2768.5,4.445,-,0,452,0股,-5.51%,265937.61,17.85%
2019-02-21,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.81,41847,-8047.5,5.735,-,0,-522,0股,-16.13%,265937.61,15.74%
2019-02-21,股票,交通银行(601328.XSHG),多,8000股,8000股,6.12,48960,764.8,6.024,-,0,-160,0股,1.59%,265937.61,18.41%
2019-02-21,股票,中信银行(601998.XSHG),多,7500股,7500股,5.75,43125,-2692.5,6.109,-,0,-75,0股,-5.88%,265937.61,16.22%
2019-02-21,股票,中兴通讯(000063.XSHE),多,100股,100股,25.31,2531,1316,12.15,-,0,131,0股,108.31%,265937.61,0.95%
2019-02-21,,Cash,,,,,5386.61,,,,,,,,0
2019-02-22,股票,普丽盛(300442.XSHE),多,2300股,2300股,13.39,30797,-18864.6,21.592,-,0,-23,0股,-37.99%,268568.61,11.47%
2019-02-22,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.41,45456,-2448,29.94,-,0,-352,0股,-5.11%,268568.61,16.93%
2019-02-22,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.25,48025,-2203.5,4.445,-,0,565,0股,-4.39%,268568.61,17.88%
2019-02-22,股票,中煤能源(601898.XSHG),多,8700股,8700股,4.85,42195,-7699.5,5.735,-,0,348,0股,-15.43%,268568.61,15.71%
2019-02-22,股票,交通银行(601328.XSHG),多,8000股,8000股,6.2,49600,1404.8,6.024,-,0,640,0股,2.91%,268568.61,18.47%
2019-02-22,股票,中信银行(601998.XSHG),多,7500股,7500股,5.91,44325,-1492.5,6.109,-,0,1200,0股,-3.26%,268568.61,16.5%
2019-02-22,股票,中兴通讯(000063.XSHE),多,100股,100股,27.84,2784,1569,12.15,-,0,253,0股,129.14%,268568.61,1.04%
2019-02-22,,Cash,,,,,5386.61,,,,,,,,0
2019-02-25,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.07,32361,-17300.6,21.592,-,0,1564,0股,-34.84%,282652.61,11.45%
2019-02-25,股票,上汽集团(600104.XSHG),多,1600股,1600股,29.31,46896,-1008,29.94,-,0,1440,0股,-2.1%,282652.61,16.59%
2019-02-25,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.45,50285,56.5,4.445,-,0,2260,0股,0.11%,282652.61,17.79%
2019-02-25,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.04,43848,-6046.5,5.735,-,0,1653,0股,-12.12%,282652.61,15.51%
2019-02-25,股票,交通银行(601328.XSHG),多,8000股,8000股,6.54,52320,4124.8,6.024,-,0,2720,0股,8.56%,282652.61,18.51%
2019-02-25,股票,中信银行(601998.XSHG),多,7500股,7500股,6.47,48525,2707.5,6.109,-,0,4200,0股,5.91%,282652.61,17.17%
2019-02-25,股票,中兴通讯(000063.XSHE),多,100股,100股,30.31,3031,1816,12.15,-,0,247,0股,149.47%,282652.61,1.07%
2019-02-25,,Cash,,,,,5386.61,,,,,,,,0
2019-02-26,股票,普丽盛(300442.XSHE),多,2300股,2300股,14,32200,-17461.6,21.592,-,0,-161,0股,-35.16%,281870.61,11.42%
2019-02-26,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.45,45520,-2384,29.94,-,0,-1376,0股,-4.98%,281870.61,16.15%
2019-02-26,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.66,52658,2429.5,4.445,-,0,2373,0股,4.84%,281870.61,18.68%
2019-02-26,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.18,45066,-4828.5,5.735,-,0,1218,0股,-9.68%,281870.61,15.99%
2019-02-26,股票,交通银行(601328.XSHG),多,8000股,8000股,6.35,50800,2604.8,6.024,-,0,-1520,0股,5.4%,281870.61,18.02%
2019-02-26,股票,中信银行(601998.XSHG),多,7500股,7500股,6.3,47250,1432.5,6.109,-,0,-1275,0股,3.13%,281870.61,16.76%
2019-02-26,股票,中兴通讯(000063.XSHE),多,100股,100股,29.9,2990,1775,12.15,-,0,-41,0股,146.09%,281870.61,1.06%
2019-02-26,,Cash,,,,,5386.61,,,,,,,,0
2019-02-27,股票,普丽盛(300442.XSHE),多,2300股,2300股,14,32200,-17461.6,21.592,-,0,0,0股,-35.16%,282517.61,11.4%
2019-02-27,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.29,45264,-2640,29.94,-,0,-256,0股,-5.51%,282517.61,16.02%
2019-02-27,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.58,51754,1525.5,4.445,-,0,-904,0股,3.04%,282517.61,18.32%
2019-02-27,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.19,45153,-4741.5,5.735,-,0,87,0股,-9.5%,282517.61,15.98%
2019-02-27,股票,交通银行(601328.XSHG),多,8000股,8000股,6.43,51440,3244.8,6.024,-,0,640,0股,6.73%,282517.61,18.21%
2019-02-27,股票,中信银行(601998.XSHG),多,7500股,7500股,6.45,48375,2557.5,6.109,-,0,1125,0股,5.58%,282517.61,17.12%
2019-02-27,股票,中兴通讯(000063.XSHE),多,100股,100股,29.45,2945,1730,12.15,-,0,-45,0股,142.39%,282517.61,1.04%
2019-02-27,,Cash,,,,,5386.61,,,,,,,,0
2019-02-28,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.3,32890,-16771.6,21.592,-,0,690,0股,-33.77%,283704.61,11.59%
2019-02-28,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.32,45312,-2592,29.94,-,0,48,0股,-5.41%,283704.61,15.97%
2019-02-28,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.61,52093,1864.5,4.445,-,0,339,0股,3.71%,283704.61,18.36%
2019-02-28,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.14,44718,-5176.5,5.735,-,0,-435,0股,-10.37%,283704.61,15.76%
2019-02-28,股票,交通银行(601328.XSHG),多,8000股,8000股,6.4,51200,3004.8,6.024,-,0,-240,0股,6.23%,283704.61,18.05%
2019-02-28,股票,中信银行(601998.XSHG),多,7500股,7500股,6.55,49125,3307.5,6.109,-,0,750,0股,7.22%,283704.61,17.32%
2019-02-28,股票,中兴通讯(000063.XSHE),多,100股,100股,29.8,2980,1765,12.15,-,0,35,0股,145.27%,283704.61,1.05%
2019-02-28,,Cash,,,,,5386.61,,,,,,,,0
2019-03-01,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.15,32545,-17116.6,21.592,-,0,-345,0股,-34.47%,289561.61,11.24%
2019-03-01,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.68,45888,-2016,29.94,-,0,576,0股,-4.21%,289561.61,15.85%
2019-03-01,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.67,52771,2542.5,4.445,-,0,678,0股,5.06%,289561.61,18.22%
2019-03-01,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.19,45153,-4741.5,5.735,-,0,435,0股,-9.5%,289561.61,15.59%
2019-03-01,股票,交通银行(601328.XSHG),多,8000股,8000股,6.59,52720,4524.8,6.024,-,0,1520,0股,9.39%,289561.61,18.21%
2019-03-01,股票,中信银行(601998.XSHG),多,7500股,7500股,6.95,52125,6307.5,6.109,-,0,3000,0股,13.77%,289561.61,18%
2019-03-01,股票,中兴通讯(000063.XSHE),多,100股,100股,29.73,2973,1758,12.15,-,0,-7,0股,144.69%,289561.61,1.03%
2019-03-01,,Cash,,,,,5386.61,,,,,,,,0
2019-03-04,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.26,32798,-16863.6,21.592,-,0,253,0股,-33.96%,290602.61,11.29%
2019-03-04,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.54,45664,-2240,29.94,-,0,-224,0股,-4.68%,290602.61,15.71%
2019-03-04,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.68,52884,2655.5,4.445,-,0,113,0股,5.29%,290602.61,18.2%
2019-03-04,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.22,45414,-4480.5,5.735,-,0,261,0股,-8.98%,290602.61,15.63%
2019-03-04,股票,交通银行(601328.XSHG),多,8000股,8000股,6.7,53600,5404.8,6.024,-,0,880,0股,11.21%,290602.61,18.44%
2019-03-04,股票,中信银行(601998.XSHG),多,7500股,7500股,6.91,51825,6007.5,6.109,-,0,-300,0股,13.11%,290602.61,17.83%
2019-03-04,股票,中兴通讯(000063.XSHE),多,100股,100股,30.31,3031,1816,12.15,-,0,58,0股,149.47%,290602.61,1.04%
2019-03-04,,Cash,,,,,5386.61,,,,,,,,0
2019-03-05,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.68,33764,-15897.6,21.592,-,0,966,0股,-32.01%,291533.61,11.58%
2019-03-05,股票,上汽集团(600104.XSHG),多,1600股,1600股,28.12,44992,-2912,29.94,-,0,-672,0股,-6.08%,291533.61,15.43%
2019-03-05,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.72,53336,3107.5,4.445,-,0,452,0股,6.19%,291533.61,18.29%
2019-03-05,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.25,45675,-4219.5,5.735,-,0,261,0股,-8.46%,291533.61,15.67%
2019-03-05,股票,交通银行(601328.XSHG),多,8000股,8000股,6.73,53840,5644.8,6.024,-,0,240,0股,11.71%,291533.61,18.47%
2019-03-05,股票,中信银行(601998.XSHG),多,7500股,7500股,6.85,51375,5557.5,6.109,-,0,-450,0股,12.13%,291533.61,17.62%
2019-03-05,股票,中兴通讯(000063.XSHE),多,100股,100股,31.65,3165,1950,12.15,-,0,134,0股,160.49%,291533.61,1.09%
2019-03-05,,Cash,,,,,5386.61,,,,,,,,0
2019-03-06,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.96,34408,-15253.6,21.592,-,0,644,0股,-30.72%,292273.61,11.77%
2019-03-06,股票,上汽集团(600104.XSHG),多,1600股,1600股,27.77,44432,-3472,29.94,-,0,-560,0股,-7.25%,292273.61,15.2%
2019-03-06,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.78,54014,3785.5,4.445,-,0,678,0股,7.54%,292273.61,18.48%
2019-03-06,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.34,46458,-3436.5,5.735,-,0,783,0股,-6.89%,292273.61,15.9%
2019-03-06,股票,交通银行(601328.XSHG),多,8000股,8000股,6.69,53520,5324.8,6.024,-,0,-320,0股,11.05%,292273.61,18.31%
2019-03-06,股票,中信银行(601998.XSHG),多,7500股,7500股,6.79,50925,5107.5,6.109,-,0,-450,0股,11.15%,292273.61,17.42%
2019-03-06,股票,中兴通讯(000063.XSHE),多,100股,100股,31.3,3130,1915,12.15,-,0,-35,0股,157.61%,292273.61,1.07%
2019-03-06,,Cash,,,,,5386.61,,,,,,,,0
2019-03-07,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.48,35604,-14057.6,21.592,-,0,1196,0股,-28.31%,291728.61,12.2%
2019-03-07,股票,上汽集团(600104.XSHG),多,1600股,1600股,27.01,43216,-4688,29.94,-,0,-1216,0股,-9.79%,291728.61,14.81%
2019-03-07,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.84,54692,4463.5,4.445,-,0,678,0股,8.89%,291728.61,18.75%
2019-03-07,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.4,46980,-2914.5,5.735,-,0,522,0股,-5.84%,291728.61,16.1%
2019-03-07,股票,交通银行(601328.XSHG),多,8000股,8000股,6.57,52560,4364.8,6.024,-,0,-960,0股,9.06%,291728.61,18.02%
2019-03-07,股票,中信银行(601998.XSHG),多,7500股,7500股,6.7,50250,4432.5,6.109,-,0,-675,0股,9.67%,291728.61,17.22%
2019-03-07,股票,中兴通讯(000063.XSHE),多,100股,100股,30.4,3040,1825,12.15,-,0,-90,0股,150.21%,291728.61,1.04%
2019-03-07,,Cash,,,,,5386.61,,,,,,,,0
2019-03-08,股票,普丽盛(300442.XSHE),多,2300股,2300股,14.67,33741,-15920.6,21.592,-,0,-1863,0股,-32.06%,277927.61,12.14%
2019-03-08,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.49,42384,-5520,29.94,-,0,-832,0股,-11.52%,277927.61,15.25%
2019-03-08,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.52,51076,847.5,4.445,-,0,-3616,0股,1.69%,277927.61,18.38%
2019-03-08,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.12,44544,-5350.5,5.735,-,0,-2436,0股,-10.72%,277927.61,16.03%
2019-03-08,股票,交通银行(601328.XSHG),多,8000股,8000股,6.3,50400,2204.8,6.024,-,0,-2160,0股,4.57%,277927.61,18.13%
2019-03-08,股票,中信银行(601998.XSHG),多,7500股,7500股,6.33,47475,1657.5,6.109,-,0,-2775,0股,3.62%,277927.61,17.08%
2019-03-08,股票,中兴通讯(000063.XSHE),多,100股,100股,29.21,2921,1706,12.15,-,0,-119,0股,140.41%,277927.61,1.05%
2019-03-08,,Cash,,,,,5386.61,,,,,,,,0
2019-03-11,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.21,34983,-14678.6,21.592,-,0,1242,0股,-29.56%,282566.61,12.38%
2019-03-11,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.68,42688,-5216,29.94,-,0,304,0股,-10.89%,282566.61,15.11%
2019-03-11,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.67,52771,2542.5,4.445,-,0,1695,0股,5.06%,282566.61,18.68%
2019-03-11,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.24,45588,-4306.5,5.735,-,0,1044,0股,-8.63%,282566.61,16.13%
2019-03-11,股票,交通银行(601328.XSHG),多,8000股,8000股,6.32,50560,2364.8,6.024,-,0,160,0股,4.91%,282566.61,17.89%
2019-03-11,股票,中信银行(601998.XSHG),多,7500股,7500股,6.34,47550,1732.5,6.109,-,0,75,0股,3.78%,282566.61,16.83%
2019-03-11,股票,中兴通讯(000063.XSHE),多,100股,100股,30.4,3040,1825,12.15,-,0,119,0股,150.21%,282566.61,1.08%
2019-03-11,,Cash,,,,,5386.61,,,,,,,,0
2019-03-12,股票,普丽盛(300442.XSHE),多,2300股,2300股,15.37,35351,-14310.6,21.592,-,0,368,0股,-28.82%,284319.61,12.43%
2019-03-12,股票,上汽集团(600104.XSHG),多,1600股,1600股,26.74,42784,-5120,29.94,-,0,96,0股,-10.69%,284319.61,15.05%
2019-03-12,股票,招商轮船(601872.XSHG),多,11300股,11300股,4.69,52997,2768.5,4.445,-,0,226,0股,5.51%,284319.61,18.64%
2019-03-12,股票,中煤能源(601898.XSHG),多,8700股,8700股,5.31,46197,-3697.5,5.735,-,0,609,0股,-7.41%,284319.61,16.25%
2019-03-12,股票,交通银行(601328.XSHG),多,8000股,8000股,6.34,50720,2524.8,6.024,-,0,160,0股,5.24%,284319.61,17.84%
